n   error 
669   7.46261967121306070269765189551779684E-0004
670   7.45149823120109019217179191707959451E-0004
671   7.44040989183383932957034856622411254E-0004
672   7.42935450130826913815484223409602610E-0004
673   7.41833191601841019732481339188142188E-0004
674   7.40734198967201951143115943190732663E-0004
675   7.39638457653213418602575201112286113E-0004
676   7.38545953399534923239656148964849489E-0004
677   7.37456671799883368129122771587130444E-0004
678   7.36370598305621049129225141133878758E-0004
679   7.35287719365855317180127783212682966E-0004
680   7.34208020520801509459642089731877422E-0004
681   7.33131487889470758685343478374820354E-0004
682   7.32058107503163292966563389864480757E-0004
683   7.30987865561607045714615050874804038E-0004
684   7.29920748313990277251294565732613486E-0004
685   7.28856742232395571929259249727319026E-0004
686   7.27795833526883466017595557340068868E-0004
687   7.26738008819752498992153995442263323E-0004
688   7.25683254666223168850670364698757172E-0004
689   7.24631557566397308243643712525382374E-0004
690   7.23582904531812307381042810581995093E-0004
691   7.22537282096739461570617128890835282E-0004
692   7.21494677282769276904499018048913392E-0004
693   7.20455076945922229262475636462264114E-0004
694   7.19418468344458170796082154007369326E-0004
695   7.18384838292973653801631336924769964E-0004
696   7.17354174263504902254870332620848223E-0004
697   7.16326463184810304141111577498700717E-0004
698   7.15301692651844521619055330784116203E-0004
699   7.14279849942828062897895118338220337E-0004
700   7.13260922464463463908821563826076098E-0004
701   7.12244897939045614652152049059713212E-0004
702   7.11231763843013751059259510688333133E-0004
703   7.10221507873096202459499556769325477E-0004
704   7.09214117954072538286273996344306711E-0004
705   7.08209581568160285881635733289830762E-0004
706   7.07207886911819062482071740334489411E-0004
707   7.06209021804265354478942872164840307E-0004
708   7.05212974298528350818345823593314739E-0004
709   7.04219732479836581102302246320566638E-0004
710   7.03229284537023604600237197140923953E-0004
711   7.02241618773821501765948364885574279E-0004
712   7.01256723215960538530997048652892911E-0004
713   7.00274586543557071609435094490834884E-0004
714   6.99295197003989890315315655054165110E-0004
715   6.98318543148900508260830991326737113E-0004
716   6.97344613481841556242725065152774394E-0004
717   6.96373396582914959457298989766917278E-0004
718   6.95404881182081838771835203343508793E-0004
719   6.94439056164830790924372768105008537E-0004
720   6.93475910158309186219335301267589842E-0004
721   6.92515432084948330399384960510143619E-0004
722   6.91557610881574703625746792689209558E-0004
723   6.90602435537524570640149403842644229E-0004
724   6.89649895036871554108460463005969675E-0004
725   6.88699978775511972389635534849701703E-0004
726   6.87752675373061329923862563130321579E-0004
727   6.86807974729164957535902595667429331E-0004
728   6.85865865508397652268532092158398524E-0004
729   6.84926337335963007936841486868911493E-0004
730   6.83989379828454490883667826700240651E-0004
731   6.83054982173958384888255654589891627E-0004
732   6.82123134051648219786564890433892647E-0004
733   6.81193824725836105762373026951900204E-0004
734   6.80267044363800822856062308910121833E-0004
735   6.79342782273562857405984514233837556E-0004
736   6.78421028359444562453508981177338237E-0004
737   6.77501772178582255934213726882672158E-0004
738   6.76585003884389262619721203336111012E-0004
739   6.75670713299754645498852141196532057E-0004
740   6.74758890462203678465612190751227025E-0004
741   6.73849525318436972382184352405086427E-0004
742   6.72942607937993045012404925281299538E-0004
743   6.72038128125084294554031031320345378E-0004
744   6.71136076649941212165303090064138690E-0004
745   6.70236443561466593690078973720824046E-0004
746   6.69339218923594841437936074230158826E-0004
747   6.68444393314857334861051817802925819E-0004
748   6.67551957023049346023904213543517483E-0004
749   6.66661900498355166313161911186945512E-0004
750   6.65774214259917205140437248205470691E-0004
751   6.64888888942380765615596743205916004E-0004
752   6.64005914774522482172922489114943017E-0004
753   6.63125282885917149107403470170044427E-0004
754   6.62246983673363494705872427847554004E-0004
755   6.61371007917782702223017569641936706E-0004
756   6.60497346606027007040631976325509900E-0004
757   6.59625990296973293538728041724386444E-0004
758   6.58756929922343004226719559859782512E-0004
759   6.57890156670628118515852087274666723E-0004
760   6.57025661365438059126105708008323427E-0004
761   6.56163434951678597250339340747997005E-0004
762   6.55303468600727511670538590627936937E-0004
763   6.54445753241802193389081025877108787E-0004
764   6.53590280490068748478053053238391530E-0004
765   6.52737041272882550426580520491927650E-0004
766   6.51886026674548792765867238076355962E-0004
767   6.51037228378956142027564196739914192E-0004
768   6.50190637585589989398253568804602565E-0004
769   6.49346245712031091986863071438838571E-0004
770   6.48504044035174630688682338205533548E-0004
771   6.47664024261927206755640458454579106E-0004
772   6.46826177949073966120447701767814861E-0004
773   6.45990496413182472584673099353699038E-0004
774   6.45156971520670044870865813918376604E-0004
775   6.44325594637292674490845789878810483E-0004
776   6.43496357961180806605108736693824173E-0004
777   6.42669252941685711545820499934797439E-0004
778   6.41844271257779554230341780636209585E-0004
779   6.41021404685840673421021629292732304E-0004
780   6.40200645601344918187897126361195794E-0004
781   6.39381985645632729021235854801091732E-0004
782   6.38565416438677118440468142002957800E-0004
783   6.37750930466788914985034016648899162E-0004
784   6.36938519487298894840689219426885577E-0004
785   6.36128175729683631396856336235537139E-0004
786   6.35319891213561505525139526986324832E-0004
787   6.34513658199538203961175057911979066E-0004
788   6.33709469000055927182912222556874357E-0004
789   6.32907315367736244089517155282095078E-0004
790   6.32107189893154971377407082557203851E-0004
791   6.31309085167407123507625354126400549E-0004
792   6.30512993054996652363398651967236908E-0004
793   6.29718906220350285455920965840895090E-0004
794   6.28926817058694022047078939908913441E-0004
795   6.28136718008004684066246952551325780E-0004
796   6.27348601736007650891797792774160771E-0004
797   6.26562460489849446335281894631701902E-0004
798   6.25778287148485035631121580898926818E-0004
799   6.24996074101970703295222632237066590E-0004
800   6.24215814245999838826240353614363838E-0004
801   6.23437500013926605907984418442078307E-0004
802   6.22661124395850379544079607812860626E-0004
803   6.21886679780358250956807068523667455E-0004
804   6.21114159376278863472132425507481759E-0004
805   6.20343555838238373156509125906234382E-0004
806   6.19574861999724544097304417082464388E-0004
807   6.18808070916551582355578290050899507E-0004
808   6.18043175478425129831099947484771158E-0004
809   6.17280168559704411518501602489152506E-0004
810   6.16519043351178691514659822680358744E-0004
811   6.15759792725952503957233938823265576E-0004
812   6.15002409904227729586844184144876863E-0004
813   6.14246887778456241407423490807773488E-0004
814   6.13493219833336313754651261234804328E-0004
815   6.12741398982735875136265916479822365E-0004
816   6.11991418650328118035448695918989079E-0004
817   6.11243271874168737753418029850795231E-0004
818   6.10496952012543177664996326671595468E-0004
819   6.09752452412312022464321639452051987E-0004
820   6.09009766543897236445767772274537862E-0004
821   6.08268887551155088771294339147915709E-0004
822   6.07529809033350954505227926072681112E-0004
823   6.06792524453935146226801845607878370E-0004
824   6.06057026978895588518296768778523807E-0004
825   6.05323310410581278392164651235402046E-0004
826   6.04591368271051213150352397203254089E-0004
827   6.03861193969653819282016843846049960E-0004
828   6.03132781358832755438944798167488347E-0004
829   6.02406123832024784613322093663972645E-0004
830   6.01681214991038725288436359900946072E-0004
831   6.00958049038931577495476138525863929E-0004
832   6.00236619206198857828723866236181496E-0004
833   5.99516919271466056536590488636200543E-0004
834   5.98798943352234315881671811476024675E-0004
835   5.98082684900002149641096632423773697E-0004
836   5.97368138073180947586463350422557621E-0004
837   5.96655296437033935208697891119772365E-0004
838   5.95944153959261509393651016620206401E-0004
839   5.95234704689835755853745842501213827E-0004
840   5.94526942685889464563255269735228230E-0004
841   5.93820861709553682535873103512539338E-0004
842   5.93116455846675838687422784182368261E-0004
843   5.92413719199962257717599373334166871E-0004
844   5.91712645763167072511953404096072656E-0004
845   5.91013229747207032981212368094726650E-0004
846   5.90315465040053942856870043200811745E-0004
847   5.89619346258326528075680845595856226E-0004
848   5.88924867141513163658286239776128220E-0004
849   5.88232022058592506783140960269085421E-0004
850   5.87540805286565645603207223906150430E-0004
851   5.86851211184722618010130036082789212E-0004
852   5.86163233595010887996921409235091207E-0004
853   5.85476867301078562454247385215609391E-0004
854   5.84792106787923342813810727440820346E-0004
855   5.84108945863127443028555921213437076E-0004
856   5.83427379401223875313759620216064443E-0004
857   5.82747401602795389607988775759347451E-0004
858   5.82069006846823767745124157660537743E-0004
859   5.81392189805236894990160467485832999E-0004
860   5.80716944832840221886056002019093053E-0004
861   5.80043266605244764633470655828523654E-0004
862   5.79371149589951625191759673656018071E-0004
863   5.78700588266074264983419466800613629E-0004
864   5.78031577494631385419125196459366747E-0004
865   5.77364111930152186880244948120158108E-0004
866   5.76698185731709575218307010068673546E-0004
867   5.76033793860349773243418371813592932E-0004
868   5.75370931397924000492937380048945441E-0004
869   5.74709592463773016491291615458917112E-0004
870   5.74049772218664388988706121499176244E-0004
871   5.73391465137865660668136937448334173E-0004
872   5.72734666350770734663936859265476153E-0004
873   5.72079370371581354795241207971798108E-0004
874   5.71425572427097843591302436497778122E-0004
875   5.70773266850136839888142551860476260E-0004
876   5.70122449056804819022366820007022093E-0004
877   5.69473113553649075784291958052027389E-0004
878   5.68825255635271512198878061493793423E-0004
879   5.68178869954388681181761276150433094E-0004
880   5.67533951853520774784964779016069986E-0004
881   5.66890495755927928154679138307537620E-0004
882   5.66248497461393088432559098860808895E-0004
883   5.65607951375658881807745094518384705E-0004
884   5.64968852986282307908987288056597006E-0004
885   5.64331197159366748391674972924033182E-0004
886   5.63694979179029636163652630277450478E-0004
887   5.63060193923470816702844905425927744E-0004
888   5.62426836850325091288758510228251111E-0004
889   5.61794902936040964257118217015683898E-0004
890   5.61164387702470313793609158887815666E-0004
891   5.60535285922940891657852521180303170E-0004
892   5.59907593108025327491542637030610801E-0004
893   5.59281304686302533651818594820078754E-0004
894   5.58656415614682716442927483705212428E-0004
895   5.58032921497279264895630973931546861E-0004
896   5.57410817400961325271786909307929766E-0004
897   5.56790098847419723776727557715530952E-0004
898   5.56170761056807104383201602617822734E-0004
899   5.55552799923231706565731003222771433E-0004
900   5.54936210217040382720129292703628524E-0004
901   5.54320987594980158480624915438318563E-0004
902   5.53707127763280285347309940487383336E-0004
903   5.53094625851003884672465786821114018E-0004
904   5.52483477698394540896145697181702531E-0004
905   5.51873678460589046802946409908369991E-0004
906   5.51265223913508803710167111302115571E-0004
907   5.50658109619493495434432769422546213E-0004
908   5.50052331015718886134345564028291610E-0004
909   5.49447883606749852910364391893267024E-0004
910   5.48844763482929090573427723308233679E-0004
911   5.48242965738742885653813219623990487E-0004
912   5.47642486462754159991408708763954135E-0004
913   5.47043320980672837383465506146305613E-0004
914   5.46445465284362860947200433137239723E-0004
915   5.45848914758388417880032887267875396E-0004
916   5.45253665406412122715078071395110934E-0004
917   5.44659712794058781118706034626178667E-0004
918   5.44067052896481656147853316751431710E-0004
919   5.43475681389778996036759046744104480E-0004
920   5.42885593831859899471189923792321016E-0004
921   5.42296786342188572758507905013119101E-0004
922   5.41709254860569602301794746698673914E-0004
923   5.41122994988715978554840291119790431E-0004
924   5.40538002619824233084307645114980824E-0004
925   5.39954273768256425579776547175203376E-0004
926   5.39371804296933046503750842492185171E-0004
927   5.38790590062015482203350167778106586E-0004
928   5.38210627096518705119326349444221198E-0004
929   5.37631911387349251930700751423289311E-0004
930   5.37054438905374951814818374114955163E-0004
931   5.36478205584573119080090251982756261E-0004
932   5.35903207457735531187930326405404037E-0004
933   5.35329440697743963052372851956672005E-0004
934   5.34756901000062618488990578061035279E-0004
935   5.34185584711362058088652891563016709E-0004
936   5.33615488045264430117560882396728872E-0004
937   5.33046606799075679034534617109353063E-0004
938   5.32478937193201578843324094436957193E-0004
939   5.31912475424225172106854862883321292E-0004
940   5.31347217586077683778473797935667824E-0004
941   5.30783159913623358203024846890450827E-0004
942   5.30220298297912618886207440764830867E-0004
943   5.29658629581408535698231275129464051E-0004
944   5.29098149144908967533079382827133579E-0004
945   5.28538853740136366334938961379126902E-0004
946   5.27980739587204089943940357411774885E-0004
947   5.27423802915573081917569981973903911E-0004
948   5.26868039981932060666901733584414243E-0004
949   5.26313447003621314872294591845590257E-0004
950   5.25760020260947132282404232628764094E-0004
951   5.25207756184574635452549544444994062E-0004
952   5.24656651305922882233267286859880447E-0004
953   5.24106701436705749672084732367541095E-0004
954   5.23557903474359035988971217033832244E-0004
955   5.23010253584516448032762342001509626E-0004
956   5.22463748328743206549129757115939517E-0004
957   5.21918383806884035729294522902012610E-0004
958   5.21374156688934738459785201759431067E-0004
959   5.20831063270556678493324196683039739E-0004
960   5.20289100178085917939516152442634060E-0004
961   5.19748263964809694040405681985593973E-0004
962   5.19208550758909693556833057189878181E-0004
963   5.18669957328952703247675272992817986E-0004
964   5.18132480192413890155825754462552509E-0004
965   5.17596115842031358717734877598141770E-0004
966   5.17060860819579147883589811552628841E-0004
967   5.16526711615647926073348945885556554E-0004
968   5.15993664654953519528889766120589779E-0004
969   5.15461717174570170080931576447641973E-0004
970   5.14930864986376759837125238761821346E-0004
971   5.14401105288400924309726815681451249E-0004
972   5.13872434607534010259090616994547858E-0004
973   5.13344849210265005510953535466390470E-0004
974   5.12818346131516773305630047396066018E-0004
975   5.12292921974847791329529102498160601E-0004
976   5.11768573450701360256603721279057925E-0004
977   5.11245296914982861399931188961026900E-0004
978   5.10723089591530993306335348323482177E-0004
979   5.10201947926679935843844431003799695E-0004
980   5.09681868743870315419075730807067927E-0004
981   5.09162848835114476542261041494602641E-0004
982   5.08644884827003455689696152432335054E-0004
983   5.08127973591373215714829738642612040E-0004
984   5.07612111929359709500208169595178885E-0004
985   5.07097296593108383924067731562063165E-0004
986   5.06583524357042425061977366280653029E-0004
987   5.06070792339387425799805301066446789E-0004
988   5.05559096985170559096919461902807961E-0004
989   5.05048435533686252132491814611368448E-0004
990   5.04538804449524861949894363004831402E-0004
991   5.04030201088524282542021299584945855E-0004
992   5.03522621789972631141998064123830330E-0004
993   5.03016064132990342980343866642078426E-0004
994   5.02510524278750850235847367091403068E-0004
995   5.02005999793346917598280871973927302E-0004
996   5.01502487367748678341683053072950069E-0004
997   5.00999983948605366450357490393212995E-0004
998   5.00498486361647651194940583786239563E-0004
999   4.99997991982115268365556759516158647E-0004
1000   4.99498497388315172440950770168391803E-0004
