n   error 
667   7.15238992081500655626121672154301672E-0004
668   8.04877641944396277410697988887409527E-0004
669   7.83090358460433892014762782397384632E-0004
670   7.76906737390053862858825844650069366E-0004
671   7.46857557366096938896561603711833121E-0004
672   7.55538698997639948695608201552924873E-0004
673   7.57464876445234687724351342302847159E-0004
674   7.27410434065921620224428997947422720E-0004
675   7.49443520368112902101811083004506522E-0004
676   7.48384749271047131678368001971900031E-0004
677   7.38083956531295909909473105449582250E-0004
678   7.59968891911628163576210889750966841E-0004
679   7.15970650312675233184811532045685942E-0004
680   7.81972255819712433474347586854575019E-0004
681   6.92243473509658501841205214134168547E-0004
682   7.35024982251073459835728179451185620E-0004
683   7.48086841556472638731412634722138154E-0004
684   7.41110436753571699046734743267995388E-0004
685   7.34108902716442640937184721617739021E-0004
686   7.18454777409385428697186785619723932E-0004
687   6.82880769088972587214757360006945940E-0004
688   7.39141688525895349896590200876687238E-0004
689   7.24557607134427873265620758238163062E-0004
690   7.18212217937835808642992790847817934E-0004
691   7.12669656880558275720748148202837332E-0004
692   7.19103106102823328187771499779748141E-0004
693   7.11698804038999267185107558102367053E-0004
694   7.33036455504194405382768627291844400E-0004
695   7.06434631605112888215650652517191674E-0004
696   7.17765055644067015795226201008622845E-0004
697   7.24784579774671086414217208678821675E-0004
698   6.94434355937430404476759724078643024E-0004
699   7.55375853506490753225128804970574736E-0004
700   7.21542224524888353011416554891856108E-0004
701   7.38203627135300514649371711575254677E-0004
702   7.38934306092293744810129681055575619E-0004
703   6.97828019843350865293424424275082188E-0004
704   7.09260986092971711802991900630583168E-0004
705   6.70958312410160837587246224899934679E-0004
706   6.87588442132528276368169907826564845E-0004
707   7.00698579732072416120377225508242661E-0004
708   7.31188462443204745363655549073479832E-0004
709   6.79863348809540306956004965540856533E-0004
710   7.01463606822093628028742852018871214E-0004
711   6.76563814127412409423906825360184417E-0004
712   6.84410477187471717213385751562521929E-0004
713   7.09672565422127376773895872405301238E-0004
714   7.29917818311701031376189956531037647E-0004
715   6.56819398266266104880364681296844436E-0004
716   6.87704054988108918196858039455627190E-0004
717   7.01285043723534712786680601170082169E-0004
718   7.24263644308735590307628181424119962E-0004
719   6.86314786442669856553951559443369621E-0004
720   6.89186569022353825373081417129110099E-0004
721   6.92502258249909191587824880340969324E-0004
722   6.99761950335445881306335432428925334E-0004
723   6.35123867558899412265212383591257639E-0004
724   6.20325040930719719845422135057224845E-0004
725   6.08057156793454726269013650040152705E-0004
726   6.84504258856797473467487784259794965E-0004
727   7.45689833644949256700272669369276629E-0004
728   6.42831702481161124082908983238295849E-0004
729   6.63373421555354178146152245280080047E-0004
730   7.62609599648849698837521943213731260E-0004
731   6.90949270200700149412650868735602381E-0004
732   6.97900280663074125908933203977329500E-0004
733   6.63266418567511875915122966930955472E-0004
734   7.17212433339159629508899024816311706E-0004
735   6.54327677097887207677252494128263454E-0004
736   7.05570684213809652812632413722301548E-0004
737   6.82188305404237057795371360274058115E-0004
738   6.97059274125294392445966063368543785E-0004
739   6.71164551029416915887307101992883903E-0004
740   7.15948014570088836099569378336994870E-0004
741   6.63542902342692137286992208900191027E-0004
742   6.78767479159440560739237824823282124E-0004
743   7.07193917078972557829003539793417404E-0004
744   6.43528200509378071588158801612723253E-0004
745   7.07611061383098736879163731700637888E-0004
746   6.87810330997616714424101341243809094E-0004
747   6.06307728728212866594537637745955784E-0004
748   7.03004156093609509627594306257094158E-0004
749   6.31224561578632579297325882402650048E-0004
750   6.83097515483690207738173803946007549E-0004
751   6.38454406968835327360365125868027065E-0004
752   6.79162994002637741206601793117259681E-0004
753   6.34717170410139647246270548870995005E-0004
754   6.61006503961704137012618686714923328E-0004
755   6.43831848776398032673227426275691823E-0004
756   5.83371310215659854882725769634554953E-0004
757   6.63959248389362054520446780761099262E-0004
758   5.90541655508071028814651317431361316E-0004
759   6.17814131335494785984518477509422993E-0004
760   6.37447890507750371151322110051281145E-0004
761   6.73087404526826871399073719648144299E-0004
762   6.85636508485407081765985979873626767E-0004
763   6.64357250406935615694794435514403273E-0004
764   6.56269761903197463842487022484121511E-0004
765   6.60432209168602134348749411883522022E-0004
766   6.29301503612738844422447904985795687E-0004
767   6.36442664151758954928222940852424579E-0004
768   6.51300578155645180347206770114672527E-0004
769   6.43553793351101275119516584608268542E-0004
770   6.02559108395879280350243966982227921E-0004
771   6.28875587678261994712367631227334433E-0004
772   6.54568567137227566162270679873738557E-0004
773   6.33028846275131226261208248079572060E-0004
774   6.06335860567348859346415942210694717E-0004
775   5.63399635391905119303700436302137970E-0004
776   6.81897900432239710106189739691726899E-0004
777   6.26562790265251895340941691958585592E-0004
778   6.84077245144459840390781615340082202E-0004
779   6.51979331876199891331034791106298385E-0004
780   6.48413164367482512397898562590656820E-0004
781   6.44551303575518323668204664321889136E-0004
782   6.22611967798869010867455958986234032E-0004
783   6.51790015207487744052901010905476702E-0004
784   7.04114062887767114988792790531730579E-0004
785   6.36056050825648797968435863413830491E-0004
786   6.68471052400794100425776238228482489E-0004
787   6.32482102150800040964117040847146985E-0004
788   6.62563662974930364323513374142552113E-0004
789   6.73372507491363186788815753400761421E-0004
790   6.90797630818155693859388772204179882E-0004
791   6.39782622879980786491177666934147050E-0004
792   6.73339535349787537350895481861120199E-0004
793   5.96658093118355014156095958001771122E-0004
794   6.81566512260615424054473147412723243E-0004
795   6.25658452581701213775628569516287329E-0004
796   6.54000685812049222602661659123348041E-0004
797   6.09380556908778654171696173049277339E-0004
798   6.70112923752627168534875722867410931E-0004
799   5.94956625855366668819721474070893448E-0004
800   5.99074522783547657446203294090064215E-0004
801   6.18641828006366267800331115722665220E-0004
802   6.32352947769124027489135020915955975E-0004
803   6.31958368360345042769508177487949777E-0004
804   6.43668576193491466456442584357490049E-0004
805   6.59323865291668853501052461766076587E-0004
806   6.05807553149395015503603120418785192E-0004
807   6.19998671131943337031778191670748486E-0004
808   6.88863978515902572827412325336215215E-0004
809   6.10993458550506829339001134568227778E-0004
810   5.94732987191203269270052934163557544E-0004
811   5.87393215460629815500041657587192974E-0004
812   5.68205111856456033795864162393934473E-0004
813   6.21572245669620869452391730928784516E-0004
814   6.71656018146312000845031248407322827E-0004
815   6.43689884416469377526013591185003682E-0004
816   5.92787199978591146752321839920366055E-0004
817   6.39463124071513379607829438957127353E-0004
818   6.10368386747034907962687875579695737E-0004
819   5.92071846709727953064686183913584269E-0004
820   5.65390960026655134482172600863398805E-0004
821   5.86197663968814573495037707454174800E-0004
822   6.23107241420981761762233183133028940E-0004
823   5.90034219942410686559324438244012430E-0004
824   6.25126979504011442718981423003763058E-0004
825   5.83077401859902698033626145405947832E-0004
826   6.62318558272750854930054495595155486E-0004
827   6.08566716533218219638928211992864443E-0004
828   6.45148459934130551961170134839111825E-0004
829   6.35332899746822403268431940585993891E-0004
830   5.75516124938241112116874247401149890E-0004
831   5.62229338805367641550031693273458144E-0004
832   6.71762253181939291224623528602326571E-0004
833   5.89353787064719008358977955473974519E-0004
834   6.22017443187780277369036934486031643E-0004
835   6.20706600719272789749666656063643492E-0004
836   5.30258400815092017837054433073421692E-0004
837   6.90062964058529278321655997235306978E-0004
838   5.36766311266305517261852673993303809E-0004
839   6.20858571163421269670050650241372362E-0004
840   5.63850840855686985154796064387091436E-0004
841   5.81978993416951796094846833590246225E-0004
842   6.58956428446381419229174332236947784E-0004
843   6.03838654151521009612776599133531497E-0004
844   6.35078846520375347686453791792602221E-0004
845   5.98483274426409865372992946742765269E-0004
846   6.05549715372902453978736754296189513E-0004
847   5.67462778707994325781287727189474199E-0004
848   5.98936566797917967550959021553095901E-0004
849   5.79057040206837507966745362327622370E-0004
850   6.25623816168367912234064028681255019E-0004
851   6.01975644938325490093561192284818005E-0004
852   5.19139205706644476430663654588172635E-0004
853   5.96174375231898630526422700177970962E-0004
854   6.35101301838962628375844150060840566E-0004
855   5.71218240388452635541371846911823415E-0004
856   5.48427390484037722091880926970571545E-0004
857   6.21498293753922670879200750359817033E-0004
858   6.42667606170205431615342225169591715E-0004
859   6.43333426700224006518839548739945944E-0004
860   5.47334080884049061617982266520933261E-0004
861   5.35135802288029469819633686071847241E-0004
862   5.54462988331316360682341734001595272E-0004
863   5.36780304250545760546279864430579462E-0004
864   5.93076642137221529206282699683945131E-0004
865   5.81280615069984556757046525533964006E-0004
866   5.50825984424221652673111234674650377E-0004
867   6.03404800656233910674643530910057183E-0004
868   6.05379955096092967016599946672725378E-0004
869   5.86941976674072674337501026044929116E-0004
870   6.27956290307454682213438528198083321E-0004
871   5.27241191655913709192456177257753275E-0004
872   5.75584412631859272954800357156957901E-0004
873   5.88886354167979546427455838205614290E-0004
874   5.66235395480623188119205487822329105E-0004
875   5.60424564926213670911398869261869022E-0004
876   5.76525473820159629899628308354574917E-0004
877   5.79422831451563820814868133774650000E-0004
878   5.67183974232907702417362336568385427E-0004
879   5.20589247698053528102237570914930808E-0004
880   5.34408932365448397175303307680079037E-0004
881   5.55067240426024375868237708225702178E-0004
882   5.76321444791621797068322175812496998E-0004
883   6.03386478161447066949995423391117738E-0004
884   5.83584624703632708480857721258192397E-0004
885   5.76118848998337463592443694446647908E-0004
886   5.43286916197124897050539439422134732E-0004
887   5.29516914981117819327329011046551479E-0004
888   5.87682335854479363675098819656309261E-0004
889   5.80125732345564525053491647362855405E-0004
890   5.79725459418193552397003855561006816E-0004
891   5.37642655551307521343772993170859715E-0004
892   4.91272687564370078248859010589167649E-0004
893   5.15694890313846652801052799925568667E-0004
894   5.22558538031330956079750558867049567E-0004
895   5.76287600341593468694394452243902379E-0004
896   5.49193315936163472889670755401810918E-0004
897   5.66744467301314402067539643268172216E-0004
898   4.86055874468100368988075265403086076E-0004
899   5.68019569252839136235770168952819598E-0004
900   5.87780336205197515830825668048190268E-0004
901   5.25691309171717291996802812741126082E-0004
902   5.41526576975268383269863011679148083E-0004
903   5.36902923541429552840695153835780074E-0004
904   5.16103253278451710783526183495451766E-0004
905   5.51538422531257941122762336644309025E-0004
906   5.18126264596158662873860778929709989E-0004
907   5.45414896561528006343037471382072319E-0004
908   5.28732879623612418776713257738884271E-0004
909   5.09804879811159407100726720253970405E-0004
910   5.30080605709319799726468480208252472E-0004
911   5.74318879687882642241552707841179842E-0004
912   5.77822313060670417159924066932580539E-0004
913   4.90960882186019525422650727905764887E-0004
914   5.84207615110335131856630805647981797E-0004
915   4.76707712021332459125352858245918751E-0004
916   4.72475106418498759022104746906166309E-0004
917   5.24027951108046664971331091922449417E-0004
918   5.08059935863891879835694361615995920E-0004
919   4.95473897458898089285917740787641041E-0004
920   5.56210172583309398236261208416436053E-0004
921   6.04894779487653848466891196815200545E-0004
922   5.36550235488499710971368377197769700E-0004
923   4.95882821915990810157215882833923580E-0004
924   4.90383054722639610837583505746105179E-0004
925   5.26411904099624899225822442010550495E-0004
926   5.42100228498219747104463653898821641E-0004
927   5.32435412390902320419174573084810731E-0004
928   5.12796436881773032111472710296061527E-0004
929   5.47617418082031187702160811452595836E-0004
930   5.55745970313463564943782087945896934E-0004
931   5.95714407245883629189459405643896316E-0004
932   5.41956819073727306504574874169167672E-0004
933   5.04670818678912875803342261052028532E-0004
934   5.66267765476533798542546098674070577E-0004
935   5.16885329034994476438604487557409826E-0004
936   5.46437277441137030091324295436225252E-0004
937   5.05196898421057646831381755502580175E-0004
938   5.46621735301152081102534599685375207E-0004
939   4.74236335315381159439828137102636915E-0004
940   5.53673753123874937931209580999815685E-0004
941   5.28651426579793109889481606230943658E-0004
942   5.25781376681624542891780845245554428E-0004
943   5.64313439597602890807289914087337676E-0004
944   5.28522723854965882996765567002480712E-0004
945   5.19619980617938014761328320501858901E-0004
946   5.37311093448694249002534569399360425E-0004
947   5.33684853711872381119422265871142816E-0004
948   4.55622620200628823354431713755392553E-0004
949   5.28931193896773337403145821867195787E-0004
950   5.34417114402220037140976855696113236E-0004
951   5.67245873400471960078316051874148140E-0004
952   5.22546294197200771812740436947760106E-0004
953   5.49687688763054906816841493462089125E-0004
954   5.24784718356320591848146744945383305E-0004
955   4.93956080417455239352313393185411839E-0004
956   5.35593213066379051682183180542582320E-0004
957   4.81292080772473977192307914314089539E-0004
958   5.27333775450650683308403585344736512E-0004
959   4.94539344611147251148104086271410020E-0004
960   5.20120940070177593986897652311399959E-0004
961   4.80196706056530173454019758436409075E-0004
962   5.06319750748143505387329029789158412E-0004
963   5.09871203937174967077971004555479543E-0004
964   5.60034965046998673310697172350335658E-0004
965   5.41017848776693945211725551393541082E-0004
966   4.73763982308903743207571493634908389E-0004
967   5.12965379411736381523068192422284046E-0004
968   4.85465975009330070605107456265504645E-0004
969   5.26767064558935140673477999312828811E-0004
970   4.88570737832568575311271373025581120E-0004
971   5.47157433499399093933421704680157122E-0004
972   5.25799711129959061848209226479011224E-0004
973   5.42693906848441313101590466048367848E-0004
974   5.03448484734478927279879738954681943E-0004
975   5.56283299986399604216768316489610515E-0004
976   4.97443609927670098228880953114726706E-0004
977   4.74651336785883549375580190747269842E-0004
978   5.20597556718280701593062683301685246E-0004
979   5.14313870928988862291211682007389498E-0004
980   5.56267185828581787367170478899358339E-0004
981   4.43420613885487506211871457368010290E-0004
982   5.15180042967736736584716248652592532E-0004
983   4.71806795887295770102006789434674931E-0004
984   4.65522247277625017119978267047993606E-0004
985   5.01739267080338529356489320828550676E-0004
986   4.57256376003614853386128368661237026E-0004
987   5.24384749893549033788943744006799015E-0004
988   4.91695790112680883509962817307325587E-0004
989   5.32156307919840700945767978192485503E-0004
990   5.39000823652292120245253213166140403E-0004
991   5.77197064258938917711357379030200590E-0004
992   5.65271033173009410210159827334712373E-0004
993   5.60137024729255331015363568197788052E-0004
994   4.66654923849536504268756980886440211E-0004
995   4.87241361669699600341915975702062009E-0004
996   4.94826425923139578597551222862153021E-0004
997   4.34671465249350030249821459296637872E-0004
998   4.87996177258152428719148434874919877E-0004
999   5.03833440214352181213245744742077947E-0004
1000   5.24659695958977227095845821382844529E-0004
