n   error 
56   8.76033057851239669421487603305833145E-0003
57   8.60969387755102040816326530612279345E-0003
58   8.46414281317328408741151123422611916E-0003
59   8.32342449464922711058263971462578496E-0003
60   8.18730249928181557023843723068031990E-0003
61   8.05555555555555555555555555555441640E-0003
62   7.92797635044342918570276807310007285E-0003
63   7.80437044745057232049947970863550103E-0003
64   7.68455530360292265054169816074517404E-0003
65   7.56835937500000000000000000000120596E-0003
66   7.45562130177514792899408284023762166E-0003
67   7.34618916437098255280073461891872325E-0003
68   7.23991980396524838494096680775326255E-0003
69   7.13667820069204152249134948096825539E-0003
70   7.03633690401176223482461667716807102E-0003
71   6.93877551020408163265306122449137906E-0003
72   6.84388018250347153342590755802361572E-0003
73   6.75154320987654320987654320987637946E-0003
74   6.66166260086320135109776693563477322E-0003
75   6.57414170927684441197954711468094914E-0003
76   6.48888888888888888888888888888940120E-0003
77   6.40581717451523545706371191135550077E-0003
78   6.32484398718164951931185697419782894E-0003
79   6.24589086127547666009204470743083251E-0003
80   6.16888319179618650857234417561282600E-0003
81   6.09375000000000000000000000000095036E-0003
82   6.02042371589696692577351013564931420E-0003
83   5.94883997620464009518143961927374963E-0003
84   5.87893743649295979097111336913884807E-0003
85   5.81065759637188208616780045351441083E-0003
86   5.74394463667820069204152249135137005E-0003
87   5.67874526771227690643591130340599313E-0003
88   5.61500858766019289205971726780599571E-0003
89   5.55268595041322314049586776859364300E-0003
90   5.49173084206539578336068678197132374E-0003
91   5.43209876543209876543209876543045462E-0003
92   5.37374713198889023064847240671394110E-0003
93   5.31663516068052930056710775047538546E-0003
94   5.26072378309631171233668632211663142E-0003
95   5.20597555454956994114984155726827134E-0003
96   5.15235457063711911357340720221764773E-0003
97   5.09982638888888888888888888888961571E-0003
98   5.04835795514932511425231161654116609E-0003
99   4.99791753436068304872969596001997099E-0003
100   4.94847464544434241403938373635513186E-0003
101   4.89999999999999999999999999999575963E-0003
102   4.85246544456425840603862366434309255E-0003
103   4.80584390618992695117262591310754552E-0003
104   4.76010934112545951550570270525323111E-0003
105   4.71523668639053254437869822485196915E-0003
106   4.67120181405895691609977324263126285E-0003
107   4.62798148807404770380918476326231182E-0003
108   4.58555332343436107957026814569080950E-0003
109   4.54389574759945130315500685871293041E-0003
110   4.50298796397609628819122969446799222E-0003
111   4.46280991735537190082644628099102230E-0003
112   4.42334226118009901793685577469307647E-0003
113   4.38456632653061224489795918367492010E-0003
114   4.34646409272456731145743597775854461E-0003
115   4.30901815943367189904586026469485657E-0003
116   4.27221172022684310018903591682722235E-0003
117   4.23602853745541022592152199762370844E-0003
118   4.20045291840163635035429907224871065E-0003
119   4.16546969261706406205113473139872010E-0003
120   4.13106419038203516700797966245291357E-0003
121   4.09722222222222222222222222222652202E-0003
122   4.06393005942217061676115019465594456E-0003
123   4.03117441547970975544208546089296208E-0003
124   3.99894242844867473064974552185075893E-0003
125   3.96722164412070759625390218522130911E-0003
126   3.93599999999999999999999999999676861E-0003
127   3.90526581002771478961955152431305485E-0003
128   3.87500775001550003100006200012248754E-0003
129   3.84521484375000000000000000000475201E-0003
130   3.81587644973258818580614145784357023E-0003
131   3.78698224852071005917159763313910162E-0003
132   3.75852223063924013752112347764456283E-0003
133   3.73048668503213957759412304865990801E-0003
134   3.70286618802645712024421957148267681E-0003
135   3.67565159278235687235464468701820691E-0003
136   3.64883401920438957475994513031837873E-0003
137   3.62240484429065743944636678200657434E-0003
138   3.59635569289786349832170067664197712E-0003
139   3.57067842890149128334383532871074666E-0003
140   3.54536514673153563480151130893533241E-0003
141   3.52040816326530612244897959183940130E-0003
142   3.49580001005985614405713998289559067E-0003
143   3.47153342590755802420154731204140827E-0003
144   3.44760134969925179715389505599373180E-0003
145   3.42399691358024691358024691357966385E-0003
146   3.40071343638525564803804994054561230E-0003
147   3.37774441733908800900731844623793099E-0003
148   3.35508353001064371326761997316164295E-0003
149   3.33272461650840029218407596785676653E-0003
150   3.31066168190622044052069726588729493E-0003
151   3.28888888888888888888888888889023675E-0003
152   3.26740055260734178325512038945594036E-0003
153   3.24619113573407202216066481994819391E-0003
154   3.22525524370968430945362894612840547E-0003
155   3.20458762017203575645134086692268701E-0003
156   3.18418314255983350676378772112186006E-0003
157   3.16403681788297172912557527942232748E-0003
158   3.14414377865227798287963000527876323E-0003
159   3.12449927896170485499118730971991033E-0003
160   3.10509869071634824571812823859937514E-0003
161   3.08593750000000000000000000000752404E-0003
162   3.06701130357625091624551521932206231E-0003
163   3.04831580551745160798658741045926403E-0003
164   3.02984681395611426850841205916591411E-0003
165   3.01160023795359904818560380725763619E-0003
166   2.99357208448117539026629935721147550E-0003
167   2.97575845550878211641747713746964343E-0003
168   2.95815554519703108752554770698540979E-0003
169   2.94075963718820861678004535147448829E-0003
170   2.92356710199222716291446377927900883E-0003
171   2.90657439446366782006920415224943202E-0003
172   2.88977805136623234499504120925880428E-0003
173   2.87317468902109248242293131422609962E-0003
174   2.85676100103578469043402719769300188E-0003
175   2.84053375611045052186550402959239681E-0003
176   2.82448979591836734693877551021412809E-0003
177   2.80862603305785123966942148759902294E-0003
178   2.79293944907274410290784895782945310E-0003
179   2.77742709253882085595253124604687950E-0003
180   2.76208607721357011329234418400984718E-0003
181   2.74691358024691358024691358023476739E-0003
182   2.73190684045053569793351851286289280E-0003
183   2.71706315662359618403574447530569030E-0003
184   2.70237988593269431753710173489740904E-0003
185   2.68785444234404536862003780719560832E-0003
186   2.67348429510591672753834915997609270E-0003
187   2.65926696727945427217019308591719830E-0003
188   2.64520003431610855329005690754377909E-0003
189   2.63128112267994567677682209145426073E-0003
190   2.61750790851319951849052378153142564E-0003
191   2.60387811634349030470914127423660953E-0003
192   2.59038951783119980263698911762142985E-0003
193   2.57703993055555555555555555554196266E-0003
194   2.56382721683803592042739402399441836E-0003
195   2.55074928260176426825379955363020666E-0003
196   2.53780407626561472715318869165987148E-0003
197   2.52498958767180341524364847980477159E-0003
198   2.51230384704578834806359349634884916E-0003
199   2.49974492398734822977247219671345360E-0003
200   2.48731092649175525870558824272171198E-0003
201   2.47500000000000000000000000000329565E-0003
202   2.46281032647706739932179896537221103E-0003
203   2.45074012351730222527203215371165987E-0003
204   2.43878764347593972190540901259515019E-0003
205   2.42695117262591311034217608613219325E-0003
206   2.41522903033908387864366448542009518E-0003
207   2.40361956829107361674050334623263133E-0003
208   2.39212116968890755910289621695791611E-0003
209   2.38073224852071005917159763313730062E-0003
210   2.36945124882672099997710675122524395E-0003
211   2.35827664399092970521541950112763360E-0003
212   2.34720693605264931156083645920589466E-0003
213   2.33624065503737985048059807760775974E-0003
214   2.32537635830633251779849677092177950E-0003
215   2.31461262992401083064023058782775391E-0003
216   2.30394808004326663061114115738556230E-0003
217   2.29338134430727023319615912209079282E-0003
218   2.28291108326785448830937161544065115E-0003
219   2.27253598181971214544230283646778965E-0003
220   2.26225474864994474677342007048151542E-0003
221   2.25206611570247933884297520660596750E-0003
222   2.24196883765688663213283921295722032E-0003
223   2.23196169142115088061034006980562133E-0003
224   2.22204347563795773090148605441525830E-0003
225   2.21221301020408163265306122450297576E-0003
226   2.20246913580246913580246913580915881E-0003
227   2.19281071344662855352807580860190339E-0003
228   2.18323662403695006695258980380422651E-0003
229   2.17374576792859341335795629424758139E-0003
230   2.16433706451059285673423466370802791E-0003
231   2.15500945179584120982986767486483180E-0003
232   2.14576188602162628136654110680993796E-0003
233   2.13659334126040428061831153389540390E-0003
234   2.12750280904050544309160235039643259E-0003
235   2.11848929797647746365695083644546028E-0003
236   2.10955183340878225441376188320993124E-0003
237   2.10068945705257110025854639472272715E-0003
238   2.09190122665527248126190603357753667E-0003
239   2.08318621566273568250829743663104840E-0003
240   2.07454351289368183330123772343804696E-0003
241   2.06597222222222222222222222221031556E-0003
242   2.05747146226821163547459582307084138E-0003
243   2.04904036609521207567789085445841264E-0003
244   2.04067808091584954867990990533811805E-0003
245   2.03238376780435366836871808652390030E-0003
246   2.02415660141607663473552686380872873E-0003
247   2.01599576971379469892259898208504663E-0003
248   2.00790047370060155059089642512797468E-0003
249   1.99986992715920915712799167533990527E-0003
250   1.99190335639747746004096708116190712E-0003
251   1.98400000000000000000000000000049229E-0003
252   1.97615910858557800669830637607856507E-0003
253   1.96837994457042076089695137313462716E-0003
254   1.96066178193691512131106563139488525E-0003
255   1.95300390600781201562403124805030695E-0003
256   1.94540561322568242983467896961883076E-0003
257   1.93786621093750000000000000002174100E-0003
258   1.93038501718421172160062983542854780E-0003
259   1.92296136049516255032750435669943044E-0003
260   1.91559457968724377990787257198975075E-0003
261   1.90828402366863905325443786982448038E-0003
262   1.90102905124704569809603499654853742E-0003
263   1.89382903094225278247188392283932257E-0003
264   1.88668334080296086397085399528489107E-0003
265   1.87959136822773186409550045912819890E-0003
266   1.87255250978996084015663937344415386E-0003
267   1.86556617106676465600090451691519577E-0003
268   1.85863176647168567380661813184094229E-0003
269   1.85174871909111160614836266428587873E-0003
270   1.84491646052431558436174182226260744E-0003
271   1.83813443072702331961591220848611862E-0003
272   1.83140207785841696055336937134202015E-0003
273   1.82471885813148788927335640139445947E-0003
274   1.81808423566665324907083148841609076E-0003
275   1.81149768234855346582130108155807497E-0003
276   1.80495867768595041322314049586511682E-0003
277   1.79846670867464818315479941187525170E-0003
278   1.79202126966336065894251195766569639E-0003
279   1.78562186222245225402411883443665939E-0003
280   1.77926799501548027389165092946512251E-0003
281   1.77295918367346938775510204082685687E-0003
282   1.76669495067185066045262851282102828E-0003
283   1.76047482520999949700719279717662321E-0003
284   1.75429834309330869407783840476525648E-0003
285   1.74816504661773457647292203930116123E-0003
286   1.74207448445675592489996922132115190E-0003
287   1.73602621155068707516259963811088650E-0003
288   1.73001978899828819094562274643338249E-0003
289   1.72405478395061728395061728394942049E-0003
290   1.71813076950707007818392979010403349E-0003
291   1.71224732461355529131985731272907766E-0003
292   1.70640403396275433686423164580802172E-0003
293   1.70060048789641583786826796771083581E-0003
294   1.69483628230963668767254132256989511E-0003
295   1.68911101855708269702438798650648735E-0003
296   1.68342430336110313128411376042733230E-0003
297   1.67777574872169466764061358658215170E-0003
298   1.67216497182827149157115487082978648E-0003
299   1.66659159497319940543218773930028518E-0003
300   1.66105524546705294124226798358098807E-0003
301   1.65555555555555555555555555556341263E-0003
302   1.65009216233816403792452621935729395E-0003
303   1.64466470768825928687338274637727050E-0003
304   1.63927283817490659957084817393650649E-0003
305   1.63391620498614958448753462604117068E-0003
306   1.62859446385380274119860252620031165E-0003
307   1.62330727497970865906275364175615417E-0003
308   1.61805430296342666765695126741051031E-0003
309   1.61283521673132062742452352843004611E-0003
310   1.60764968946701437982425822938178980E-0003
311   1.60249739854318418314255983350594957E-0003
312   1.59737802545465824381468347102628603E-0003
313   1.59229125575279421433267587113887454E-0003
314   1.58723677898110626830936316589599106E-0003
315   1.58221428861211408170716864780019960E-0003
316   1.57722348198538674729150919627589303E-0003
317   1.57226406024675532767184746037636388E-0003
318   1.56733572828866841146792186210439806E-0003
319   1.56243819469166567778173331751258217E-0003
320   1.55757117166694509684456717208433101E-0003
321   1.55273437500000000000000000001036341E-0003
322   1.54792752399530284061684183965814015E-0003
323   1.54315034142201303962038501600647396E-0003
324   1.53840255346068686558866662193828506E-0003
325   1.53368388965096784026825179089155849E-0003
326   1.52899408284023668639053254438841991E-0003
327   1.52433286913320034626820730927874782E-0003
328   1.51969998784240009726079922190304094E-0003
329   1.51509518143961927424152290302788111E-0003
330   1.51051819550817158008518029211545272E-0003
331   1.50596877869605142332415059687749534E-0003
332   1.50144668266992816786995372441991656E-0003
333   1.49695166206996661344171868196806327E-0003
334   1.49248347446545644743842942041726397E-0003
335   1.48804188031123381978557854350099523E-0003
336   1.48362664290487859211405658275769564E-0003
337   1.47923752834467120181405895691976080E-0003
338   1.47487430548829346036330336622780741E-0003
339   1.47053674591225797416056860755940080E-0003
340   1.46622462387205123519635227679828903E-0003
341   1.46193771626297577854671280275159409E-0003
342   1.45767580258167714415940695384285530E-0003
343   1.45343866488834171197975445435984738E-0003
344   1.44922608776955180239526047819249657E-0003
345   1.44503785830178474851270957275107189E-0003
346   1.44087376601554295316110060911553279E-0003
347   1.43673360286010224197266864912777527E-0003
348   1.43261716316886611465920321570704160E-0003
349   1.42852424362531377989166336373733734E-0003
350   1.42445464322953013522056469160162297E-0003
351   1.42040816326530612244897959181110018E-0003
352   1.41638460726779815098903417993743639E-0003
353   1.41238378099173553719008264462558309E-0003
354   1.40840549238016515660987569116660930E-0003
355   1.40444955153372274889080404736402877E-0003
356   1.40051577068042055147788137274389203E-0003
357   1.39660396414594116904431258678486202E-0003
358   1.39271394832442781033982220338193262E-0003
359   1.38884554164976124340688492868535871E-0003
360   1.38499856456731403387621138881287792E-0003
361   1.38117283950617283950617283951593406E-0003
362   1.37736819085181973741760729276601826E-0003
363   1.37358444491926375873752327462143534E-0003
364   1.36982142992661399874021962675370533E-0003
365   1.36607897596908585919574930564588338E-0003
366   1.36235691499343216363295177333090833E-0003
367   1.35865508077279106572307324795429489E-0003
368   1.35497330888194284611215466743359497E-0003
369   1.35131143667296786389413988654964871E-0003
370   1.34766930325129809563678292607900662E-0003
371   1.34404674945215485756026296564065068E-0003
372   1.34044361781736546523201662296656880E-0003
373   1.33685975257255174008555902419788734E-0003
374   1.33329499960468342329780275859722615E-0003
375   1.32974920643998970516743401301085465E-0003
376   1.32622222222222222222222222217694762E-0003
377   1.32271389769126301493888637395484877E-0003
378   1.31922408516207107627577763865716117E-0003
379   1.31575263850396125528400660672541298E-0003
380   1.31229941312020941096205122494509852E-0003
381   1.30886426592797783933518005541770182E-0003
382   1.30544705533855512155468755384979468E-0003
383   1.30204764123790466270113209614905467E-0003
384   1.29866588496751631001642931645476817E-0003
385   1.29530164930555555555555555558859725E-0003
386   1.29195479844830494181143531791904474E-0003
387   1.28862519799189239979596767699274281E-0003
388   1.28531271491430135742376593285254557E-0003
389   1.28201721755765756190881071313073922E-0003
390   1.27873857561078766331176769911411573E-0003
391   1.27547666009204470742932281392933873E-0003
392   1.27223134333239578495692728331812598E-0003
393   1.26900249895876718034152436480663425E-0003
394   1.26579000187764245802821643393369170E-0003
395   1.26259372825890901594990852636196386E-0003
396   1.25941355551994872616567857712122746E-0003
397   1.25624936230996837057443118051149603E-0003
398   1.25310102849456566566630078232817378E-0003
399   1.24996843514052675437488952303712632E-0003
400   1.24685146450085112530700184046216651E-0003
401   1.24374999999999999999999999996900433E-0003
402   1.24066392621936430743589903049776311E-0003
403   1.23759312888294844187025073634091426E-0003
404   1.23453749484326607515593347661542975E-0003
405   1.23149691206744436819919615728431975E-0003
406   1.22847126962353299801859472641914999E-0003
407   1.22546045766701448712659855857771571E-0003
408   1.22246436742751239065735380231392959E-0003
409   1.21948289119569396386005382547627121E-0003
410   1.21651592231036399830225787751377810E-0003
411   1.21356335514574657941701368235114245E-0003
412   1.21062508509895158091652310840556705E-0003
413   1.20770100857762277311716467151415065E-0003
414   1.20479102298776448240887851840153370E-0003
415   1.20189502672174379798828444067647791E-0003
416   1.19901291914646537959065176370538296E-0003
417   1.19614460059171597633136094673903628E-0003
418   1.19328997233867582193238215186410590E-0003
419   1.19044893660859412559236281224529566E-0003
420   1.18762139655162593058822859292522739E-0003
421   1.18480725623582766439909297055284822E-0003
422   1.18200642063630875474636229767422237E-0003
423   1.17921879562453673547314750345266227E-0003
424   1.17644428795779331466671137712887189E-0003
425   1.17368280526877892488430046279661478E-0003
426   1.17093425605536332179930795847148735E-0003
427   1.16819854967047984306464766689414440E-0003
428   1.16547559631216098371624919787030263E-0003
429   1.16276530701371298803388942264020749E-0003
430   1.16006759363402720046076689433279849E-0003
431   1.15738236884802595997836668468607819E-0003
432   1.15470954613724086325978003994184922E-0003
433   1.15204903978052126200274348425157000E-0003
434   1.14940076484487089909274677449609614E-0003
435   1.14676463717641062668563783475256325E-0003
436   1.14414057339146518694675650680177058E-0003
437   1.14152849086777207305782341554676091E-0003
438   1.13892830773581052422120867785337746E-0003
439   1.13633994287024874377098058839408734E-0003
440   1.13376331588150746415803155857645189E-0003
441   1.13119834710743801652892561984672863E-0003
442   1.12864495760511309588083154651395327E-0003
443   1.12610306914272844536352654530567023E-0003
444   1.12357260419161371522912218659905656E-0003
445   1.12105348591835078321564808056109636E-0003
446   1.11854563817699785380633758364090682E-0003
447   1.11604898550141768384644774680758900E-0003
448   1.11356345309770831143742273875083006E-0003
449   1.11108896683673469387755102038596323E-0003
450   1.10862545324675968869202037691673002E-0003
451   1.10617283950617283950617283946763950E-0003
452   1.10373105343631545567622578060669152E-0003
453   1.10130002349440050121387735924296540E-0003
454   1.09887967876652583463688239795563969E-0003
455   1.09646994896077936695841176810745081E-0003
456   1.09407076440043473010505977539825512E-0003
457   1.09168205601723607263773468757106699E-0003
458   1.08930375534477062375208882973016282E-0003
459   1.08693579451192769016609141701069422E-0003
460   1.08457810623644277367204446532632818E-0003
461   1.08223062381852551984877126652213877E-0003
462   1.07989328113457023070661252300283064E-0003
463   1.07756601263094769588276081779064828E-0003
464   1.07524875331787711842663818001304160E-0003
465   1.07294143876337693222354340067190823E-0003
466   1.07064400508729332870852121634335261E-0003
467   1.06835638895540533072998213264700398E-0003
468   1.06607852757360527124247440266708063E-0003
469   1.06381035868215355394842574329769625E-0003
470   1.06155182055000659207768649895754891E-0003
471   1.05930285196921684019918515163647888E-0003
472   1.05706339224940385230863546414425763E-0003
473   1.05483338121229531743751795461039557E-0003
474   1.05261275918633704168882889568101631E-0003
475   1.05040146700137086293151026364807249E-0003
476   1.04819944598337950138504155125425649E-0003
477   1.04600663794929736600522561961662191E-0003
478   1.04382298520188635294841536682880559E-0003
479   1.04164843052467568845083244341702711E-0003
480   1.03948291717696488421860086036798062E-0003
481   1.03732638888888888888888888888553070E-0003
482   1.03517878985654453429921205387782550E-0003
483   1.03304006473717739019644978565901741E-0003
484   1.03091015864442815563528498984010851E-0003
485   1.02878901714363772966327436653176342E-0003
486   1.02667658624721011797215432032237686E-0003
487   1.02457281241003234601771410185218088E-0003
488   1.02247764252495056267893358742666064E-0003
489   1.02039102391830153184627788224069596E-0003
490   1.01831290434549872240413849054706170E-0003
491   1.01624323198667221990837151183629815E-0003
492   1.01418195544236169586155690412481960E-0003
493   1.01212902372926168286073104631842332E-0003
494   1.01008438627601841603956403847008867E-0003
495   1.00804799291907751315379698076024322E-0003
496   1.00601979389858177736965615756464969E-0003
497   1.00399973985431841831425598335858496E-0003
498   1.00198778182171499823893056529796875E-0003
499   9.99983871227883421235141368730178404E-0004
500   9.97987959887711294332151276489996012E-0004
501   9.96000000000000000000000000043858392E-0004
502   9.94019944143648830084342293462977974E-0004
503   9.92047745273884541515214044233321598E-0004
504   9.90083356718535704263484698188836701E-0004
505   9.88126732174351221970269589318163234E-0004
506   9.86177825703362415449465738647669361E-0004
507   9.84236591729288068865315814983542971E-0004
508   9.82302985033981847818898342353855489E-0004
509   9.80376960753921507843015686049070505E-0004
510   9.78458474376739320907361018335504603E-0004
511   9.76547481737793156478277585600582473E-0004
512   9.74643939016777662462996082212484932E-0004
513   9.72747802734375000000000000044226611E-0004
514   9.70859029748944594538110491759024926E-0004
515   9.68977577253251373979923995868971665E-0004
516   9.67103402771231972853237816919321971E-0004
517   9.65236464154798389519860585344668386E-0004
518   9.63376719580678591337466188286023379E-0004
519   9.61524127547293570459593625565762153E-0004
520   9.59678646871670360594146888416240224E-0004
521   9.57840236686390532544378698209660248E-0004
522   9.56008856436573693730866007734078743E-0004
523   9.54184465876895524140866986689457859E-0004
524   9.52367025068639888275100629117324728E-0004
525   9.50556494376784569663772507445942770E-0004
526   9.48752834467120181405895691602735299E-0004
527   9.46956006303401812950888403807078348E-0004
528   9.45165971144532979991286469956725698E-0004
529   9.43382690541781450872359963239315388E-0004
530   9.41606126336026529350595516681411733E-0004
531   9.39836240655037379850480598054629628E-0004
532   9.38072995910781987579842602327885994E-0004
533   9.36316354796766351970150941237775616E-0004
534   9.34566280285403517911640366169300460E-0004
535   9.32822735625412055155774383156097897E-0004
536   9.31085684339243602061315398748134629E-0004
537   9.29355090220539095566941412290539458E-0004
538   9.27630917331613314884748360584912778E-0004
539   9.25913130000967371926866682301913451E-0004
540   9.24201692820828786903528488522652261E-0004
541   9.22496570644718792866941015088078800E-0004
542   9.20797728585046518222911634172849367E-0004
543   9.19105132010729701392954888957366705E-0004
544   9.17418746544841596885185298294429626E-0004
545   9.15738538062283737024221453262172916E-0004
546   9.14064472687484218500126252064692873E-0004
547   9.12396516792121187725583329943361385E-0004
548   9.10734636992871203740529195368424595E-0004
549   9.09078800149182162075763226587936500E-0004
550   9.07428973361070467583053805367155152E-0004
551   9.05785123966942148760330578517648556E-0004
552   9.04147219541437610548054848275102694E-0004
553   9.02515227893299726948120142842667699E-0004
554   9.00889117063264979120954582685848625E-0004
555   8.99268855321977348851151455047475723E-0004
556   8.97654411167924681438194951740646195E-0004
557   8.96045753325397236167900212188560511E-0004
558   8.94442850742468146553252387544695128E-0004
559   8.92845672588995516501586567469998326E-0004
560   8.91254188254645882469654154974351365E-0004
561   8.89668367346938775510204081688252140E-0004
562   8.88088179689312120894379466282071020E-0004
563   8.86513595319208216714580615818071423E-0004
564   8.84944584486180036533541134929870270E-0004
565   8.83381117650017604748252100002998441E-0004
566   8.81823165478894196883076200225512659E-0004
567   8.80270698847532120515926032294025540E-0004
568   8.78723688835387835975725452485917953E-0004
569   8.77182106724856179329498115499851474E-0004
570   8.75645923999493453504282479963285160E-0004
571   8.74115112342259156663588796637914398E-0004
572   8.72589643633776120181204204433209645E-0004
573   8.71069489950608831727712846674421877E-0004
574   8.69554623563559722108007516865315904E-0004
575   8.68045016935983197562189658762412772E-0004
576   8.66540642722117202268431001887340996E-0004
577   8.65041473765432098765432098771291576E-0004
578   8.63547483096996656944874132304215364E-0004
579   8.62058643933860945151518779706363922E-0004
580   8.60574929677455919771149710199167648E-0004
581   8.59096313912009512485136741953505199E-0004
582   8.57622770402979017125793560222218925E-0004
583   8.56154273095499580779631794604795931E-0004
584   8.54690796112848606456813842131232029E-0004
585   8.53232313754925877275286170080171689E-0004
586   8.51778800496749214697932646681188404E-0004
587   8.50330230986965485911309392078673630E-0004
588   8.48886580046376777945781541607080680E-0004
589   8.47447822666481558609838493254045784E-0004
590   8.46013934008030646746665667409089377E-0004
591   8.44584889399597816719333524815847759E-0004
592   8.43160664336164864392852746046907156E-0004
593   8.41741234477720964207450693914273781E-0004
594   8.40326575647876149228349860254307601E-0004
595   8.38916663832488748313664138615652940E-0004
596   8.37511475178306616764352799933294927E-0004
597   8.36110985991621999009053646226776470E-0004
598   8.34715172736939864032614215724803880E-0004
599   8.33324012035659556380801109604966989E-0004
600   8.31937480664769607665530475143043153E-0004
601   8.30555555555555555555555555456491750E-0004
602   8.29178213792320619267388517765947294E-0004
603   8.27805432611119082570832551523464691E-0004
604   8.26437189398502237293356325069882681E-0004
605   8.25073461690276742248147011095792619E-0004
606   8.23714227170275254422512123489155073E-0004
607   8.22359463669139191146837456017337720E-0004
608   8.21009149163113483820013081815646510E-0004
609   8.19663261772853185595567867036296063E-0004
610   8.18321779762241797234153272935398540E-0004
611   8.16984681537221177102929320063588807E-0004
612   8.15651945644632903051261514877539436E-0004
613   8.14323550771070955615361613051161478E-0004
614   8.12999475741745593702514044547471770E-0004
615   8.11679699519358295578732930916174645E-0004
616   8.10364201202987639632493885933580847E-0004
617   8.09052960026986001011975037963056525E-0004
618   8.07745955359886941834410765812419628E-0004
619   8.06443166703323174244090447303406781E-0004
620   8.05144573690954977150597268478365116E-0004
621   8.03850156087408949011446409971021214E-0004
622   8.02559893787226980533708812043633625E-0004
623   8.01273766813825332657850932115488444E-0004
624   7.99991755318463706654230938755990728E-0004
625   7.98713839579224194608809993463724770E-0004
626   7.97440000000000000000000000047433564E-0004
627   7.96170217109493819473506925774437343E-0004
628   7.94904471560225778306866194051381687E-0004
629   7.93642744127550813420422735237024881E-0004
630   7.92385015708685399137096509184609250E-0004
631   7.91131267321743512219702695912589164E-0004
632   7.89881480104781734022166912408611685E-0004
633   7.88635635314853388879987181643927436E-0004
634   7.87393714327071619136038174310649712E-0004
635   7.86155698633681298450576679994824916E-0004
636   7.84921569843139686279372558724942805E-0004
637   7.83691309679205727621533958327699912E-0004
638   7.82464899980037903339091946424248047E-0004
639   7.81242322697300537534025805607552780E-0004
640   7.80023559895278469635409395980634851E-0004
641   7.78808593749999999999999999995208674E-0004
642   7.77597406548368018964128299924873394E-0004
643   7.76389980687299230403431643745883112E-0004
644   7.75186298672871381960048276794692549E-0004
645   7.73986343119478415184599359622068552E-0004
646   7.72790096748993449912865813347510986E-0004
647   7.71597542389939518254751794848636299E-0004
648   7.70408662976667964616145376692820271E-0004
649   7.69223441548544429202865416886326634E-0004
650   7.68041861249142333470243422974166646E-0004
651   7.66863905325443786982248520740162751E-0004
652   7.65689557127047836130636784719268895E-0004
653   7.64518800105385976137603974579621193E-0004
654   7.63351617812944848725050362517004152E-0004
655   7.62187993902496048780031609730519878E-0004
656   7.61027912126332964279470893378752142E-0004
657   7.59871356335514574657941701330409347E-0004
658   7.58718310479116133710491626321556512E-0004
659   7.57568758603486664018255559273170352E-0004
660   7.56422684851513190768189259931770081E-0004
661   7.55280073461891643709825528006966931E-0004
662   7.54140908768404356851696302036577195E-0004
663   7.53005175199204096348153083625962656E-0004
664   7.51872857276104547863930349975374040E-0004
665   7.50743939613877195529104369302244810E-0004
666   7.49618406919554525411272542315390967E-0004
667   7.48496243991739487234982730454906981E-0004
668   7.47377435719921148870841940285125450E-0004
